,SK_ID_CURR,TARGET,CNT_CHILDREN,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_EMP_PHONE,FLAG_WORK_PHONE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,DEF_30_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_12,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_CONTRACT_TYPE_Cash loans,NAME_INCOME_TYPE_Maternity leave,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Unknown,NAME_HOUSING_TYPE_With parents,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Low-skill Laborers,ORGANIZATION_TYPE_Business Entity Type 3,ORGANIZATION_TYPE_Self-employed,ANNUITY_INCOME_PERC,PAYMENT_RATE,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_ENDDATE_MIN,BURO_DAYS_CREDIT_ENDDATE_MAX,BURO_DAYS_CREDIT_ENDDATE_MEAN,BURO_DAYS_CREDIT_UPDATE_MEAN,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_CREDIT_ACTIVE_Bad debt_MEAN,BURO_CREDIT_ACTIVE_nan_MEAN,BURO_CREDIT_CURRENCY_currency 4_MEAN,BURO_CREDIT_CURRENCY_nan_MEAN,BURO_CREDIT_TYPE_Credit card_MEAN,BURO_CREDIT_TYPE_Interbank credit_MEAN,BURO_CREDIT_TYPE_Loan for purchase of shares (margin lending)_MEAN,BURO_CREDIT_TYPE_Microloan_MEAN,BURO_CREDIT_TYPE_Mobile operator loan_MEAN,BURO_CREDIT_TYPE_nan_MEAN,ACTIVE_DAYS_CREDIT_MIN,ACTIVE_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_MEAN,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,CLOSED_DAYS_CREDIT_MIN,CLOSED_DAYS_CREDIT_MAX,CLOSED_DAYS_CREDIT_MEAN,CLOSED_DAYS_CREDIT_ENDDATE_MIN,CLOSED_DAYS_CREDIT_UPDATE_MEAN,CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,PREV_DAYS_DECISION_MIN,PREV_DAYS_DECISION_MEAN,PREV_CNT_PAYMENT_MEAN,PREV_CNT_PAYMENT_SUM,PREV_NAME_CONTRACT_TYPE_Revolving loans_MEAN,PREV_NAME_CONTRACT_TYPE_nan_MEAN,PREV_WEEKDAY_APPR_PROCESS_START_nan_MEAN,PREV_FLAG_LAST_APPL_PER_CONTRACT_nan_MEAN,PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,PREV_NAME_CASH_LOAN_PURPOSE_Urgent needs_MEAN,PREV_NAME_CASH_LOAN_PURPOSE_nan_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_NAME_CONTRACT_STATUS_nan_MEAN,PREV_NAME_PAYMENT_TYPE_XNA_MEAN,PREV_NAME_PAYMENT_TYPE_nan_MEAN,PREV_CODE_REJECT_REASON_HC_MEAN,PREV_CODE_REJECT_REASON_LIMIT_MEAN,PREV_CODE_REJECT_REASON_SCO_MEAN,PREV_CODE_REJECT_REASON_SCOFR_MEAN,PREV_CODE_REJECT_REASON_nan_MEAN,PREV_NAME_TYPE_SUITE_nan_MEAN,PREV_NAME_CLIENT_TYPE_New_MEAN,PREV_NAME_CLIENT_TYPE_nan_MEAN,PREV_NAME_GOODS_CATEGORY_Animals_MEAN,PREV_NAME_GOODS_CATEGORY_House Construction_MEAN,PREV_NAME_GOODS_CATEGORY_XNA_MEAN,PREV_NAME_GOODS_CATEGORY_nan_MEAN,PREV_NAME_PORTFOLIO_Cards_MEAN,PREV_NAME_PORTFOLIO_XNA_MEAN,PREV_NAME_PORTFOLIO_nan_MEAN,PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,PREV_NAME_PRODUCT_TYPE_nan_MEAN,PREV_CHANNEL_TYPE_AP+ (Cash loan)_MEAN,PREV_CHANNEL_TYPE_nan_MEAN,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,PREV_NAME_SELLER_INDUSTRY_nan_MEAN,PREV_NAME_YIELD_GROUP_XNA_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,PREV_NAME_YIELD_GROUP_nan_MEAN,PREV_PRODUCT_COMBINATION_Card Street_MEAN,PREV_PRODUCT_COMBINATION_Cash_MEAN,PREV_PRODUCT_COMBINATION_Cash Street: high_MEAN,PREV_PRODUCT_COMBINATION_Cash X-Sell: high_MEAN,APPROVED_DAYS_DECISION_MIN,APPROVED_DAYS_DECISION_MEAN,POS_MONTHS_BALANCE_MEAN,POS_SK_DPD_MAX,POS_SK_DPD_MEAN,POS_NAME_CONTRACT_STATUS_XNA_MEAN,POS_NAME_CONTRACT_STATUS_nan_MEAN,INSTAL_DPD_MEAN,INSTAL_PAYMENT_PERC_MAX,INSTAL_PAYMENT_DIFF_MAX,INSTAL_PAYMENT_DIFF_MEAN,INSTAL_PAYMENT_DIFF_SUM,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_SUM
5339,106242,0.0,1,-14137,-4430.0,-1656.0,-3353,1,0,2,2,0,1,1,0.0,0.0,-865.0,1,0,1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.3264,0.05449081803005,-1036.0,-610.0,-793.4,-735.0,10130.0,2364.6,-273.2,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-1036.0,-610.0,-772.6666666666666,-18.666666666666668,0.0,-827.0,-822.0,-824.5,-735.0,-655.0,0.0,-865.0,-614.3333333333334,18.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,-865.0,-865.0,-24.5,0.0,0.0,0.0,0.0,0.1428571428571428,1.0,0.0,0.0,0.0,-745.1428571428571,-5216.0
34461,139931,0.0,1,-8069,-370.0,-1453.0,-731,1,0,2,2,0,0,0,0.0,0.0,-622.0,0,0,2.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0352941176470588,0.05,-667.0,-197.0,-366.0,-567.0,1090.0,517.0,-113.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-234.0,-197.0,-215.5,-46.0,0.0,-667.0,-667.0,-667.0,-567.0,-247.0,0.0,-1023.0,-607.3333333333334,36.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1023.0,-607.3333333333334,-18.4,0.0,0.0,0.0,0.0,0.0263157894736842,1.0,0.0,0.0,0.0,-536.7368421052631,-20396.0
19927,123241,1.0,1,-20765,,-6551.0,-3406,0,0,2,2,0,0,0,0.0,0.0,-193.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0878818181818181,0.0512134520738084,-2889.0,-84.0,-1425.0,-2158.0,1268.0,-321.0,-689.7142857142857,0.0,0.5,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,-1371.0,-84.0,-688.8571428571429,-32.714285714285715,0.0,-2889.0,-1341.0,-2161.1428571428573,-2158.0,-1346.7142857142858,0.0,-193.0,-193.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-193.0,-193.0,-4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-112.4,-562.0
38383,144452,1.0,0,-12095,-865.0,-3130.0,-3108,1,0,2,2,0,0,0,1.0,1.0,-1144.0,1,0,3.0,1,0,1,1,1,0,0,0,0,1,0,1,0,0.17958,0.0750050120288692,-317.0,-133.0,-195.0,-136.0,169.0,67.33333333333333,-47.333333333333336,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-135.0,-133.0,-134.0,-15.5,0.0,-317.0,-317.0,-317.0,-136.0,-111.0,0.0,-1144.0,-462.3333333333333,4.0,24.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.7777777777777778,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.1111111111111111,0.6666666666666666,0.0,0.6666666666666666,0.2222222222222222,0.0,0.5555555555555556,0.0,0.0,0.0,-1144.0,-583.5,-22.68421052631579,0.0,0.0,0.0,0.0,0.8620689655172413,1.0,9636.435,409.8770689655172,11886.435,-390.4827586206897,-11324.0
38763,144899,0.0,0,-14171,-4643.0,-6789.0,-4588,1,0,2,2,0,0,0,0.0,0.0,-509.0,1,0,1.0,1,0,1,1,0,1,0,0,0,1,0,0,0,0.1184,0.0488771466314399,-2431.0,-180.0,-1051.8333333333333,-605.0,1544.0,254.66666666666663,-356.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-2431.0,-180.0,-776.0,-297.2,0.0,-2431.0,-2431.0,-2431.0,-605.0,-650.0,0.0,-509.0,-509.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-509.0,-509.0,,,,,,0.0,1.0,0.0,0.0,0.0,-305.2857142857143,-8548.0
32789,137998,0.0,0,-9319,-864.0,-8997.0,-897,1,1,1,1,0,0,0,0.0,0.0,-1414.0,1,0,6.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.1432444444444444,0.0481044776119403,-2107.0,-491.0,-1123.0,-1711.0,1171.0,-508.2,-914.4,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-655.0,-655.0,-655.0,-626.0,0.0,-2107.0,-491.0,-1240.0,-1711.0,-986.5,0.0,-2319.0,-599.3846153846154,13.25,106.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.0,0.4615384615384615,0.0,0.1538461538461538,0.0,0.0,0.0,0.0,0.6153846153846154,0.0769230769230769,0.0,0.0,0.0,0.5384615384615384,0.0,0.0769230769230769,0.3846153846153846,0.0,0.0769230769230769,0.0,0.0,0.0,0.3846153846153846,0.4615384615384615,0.0,0.4615384615384615,0.3846153846153846,0.0,0.0769230769230769,0.3846153846153846,0.0,0.0,-2319.0,-888.875,-28.0655737704918,0.0,0.0,0.0,0.0,0.0657894736842105,1.0,18900.675,283.63914473684207,21556.575,-624.1578947368421,-47436.0
14250,116622,0.0,0,-23827,,-10788.0,-4924,0,0,2,2,0,0,0,2.0,2.0,-2281.0,1,0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.3558,0.0562974683544303,-1715.0,-1715.0,-1715.0,-1441.0,-1441.0,-1441.0,-1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,-1715.0,-1715.0,-1715.0,-1441.0,-1470.0,0.0,-2281.0,-1479.0,19.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.5,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,-2281.0,-1479.0,-35.18032786885246,0.0,0.0,0.0,0.0,0.6363636363636364,1.0,21639.285,2280.0034090909094,150480.225,-957.939393939394,-63224.0
39773,146064,0.0,0,-11779,-1937.0,-427.0,-464,1,0,2,2,0,0,0,0.0,0.0,-336.0,0,0,0.0,0,0,1,1,0,1,0,0,0,1,0,0,0,0.1111111111111111,0.05,-23.0,-23.0,-23.0,-7.0,-7.0,-7.0,-9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.0,-23.0,-23.0,-9.0,0.0,,,,,,,-336.0,-336.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-336.0,-336.0,-6.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-174.8,-1748.0
28372,132973,1.0,1,-9533,-579.0,-3681.0,-1855,1,0,3,3,0,0,0,0.0,0.0,-1.0,1,0,1.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0.233,0.0546235998958062,-165.0,-41.0,-103.0,566.0,566.0,566.0,-15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-165.0,-41.0,-103.0,-15.0,0.0,,,,,,,-360.0,-360.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-360.0,-360.0,-8.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-251.28571428571428,-1759.0
22630,126332,0.0,0,-12361,-1468.0,-1482.0,-2720,1,0,3,3,0,0,0,1.0,1.0,-1566.0,1,0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.175725,0.0606785220994475,-2758.0,-70.0,-1521.75,-2076.0,956.0,-624.6666666666666,-748.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,-2008.0,-70.0,-821.0,-37.25,0.0,-2758.0,-498.0,-1872.125,-2076.0,-1103.375,0.0,-2619.0,-954.4,17.0,34.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.6,0.4,0.0,0.2,0.4,0.0,0.2,-2619.0,-2092.5,-58.48484848484848,12.0,0.3636363636363636,0.0,0.0,2.5277777777777777,1.0,8112.644999999999,763.4599999999999,27484.56,-1768.888888888889,-63680.0
36088,141799,0.0,2,-13495,-2859.0,-5697.0,-4363,1,1,2,2,0,1,1,0.0,0.0,-13.0,1,0,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0.14653125,0.0426272727272727,-2651.0,-588.0,-2105.75,-2325.0,1238.0,-1397.5,-984.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,,,,,-2651.0,-588.0,-2105.75,-2325.0,-984.5,0.0,-2453.0,-1242.5,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-2453.0,-1242.5,-72.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2267.083333333333,-27205.0
5698,106664,0.0,1,-13607,-571.0,-6647.0,-4414,1,0,2,2,0,0,0,0.0,0.0,0.0,1,0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.1242444444444444,0.0921968272814221,-2560.0,-53.0,-1111.6,-2065.0,920.0,-441.6,-457.4,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,-395.0,-53.0,-191.0,-64.66666666666667,0.0,-2560.0,-2425.0,-2492.5,-2065.0,-1046.5,0.0,-2785.0,-673.6666666666666,19.666666666666668,118.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.6666666666666666,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.4444444444444444,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,-2785.0,-752.3333333333334,-7.365853658536586,0.0,0.0,0.0,0.0,0.9384615384615383,1.0,0.0,0.0,0.0,-1075.4076923076923,-139803.0
2081,102437,0.0,0,-10415,-566.0,-436.0,-2494,1,0,2,2,0,1,1,0.0,0.0,-3.0,0,0,2.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.1157428571428571,0.0482779168156358,-62.0,-62.0,-62.0,669.0,669.0,669.0,-10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.0,-62.0,-62.0,-10.0,0.0,,,,,,,-810.0,-595.75,11.714285714285714,82.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.625,0.0,0.375,0.0,0.0,0.375,0.125,0.125,0.0,0.5,0.125,0.0,0.0,0.0,0.375,0.0,0.125,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.125,0.125,0.0,0.0,-810.0,-536.6666666666666,-13.823529411764708,0.0,0.0,0.0,0.0,0.375,1.0,3556.9350000000004,312.26625,4996.26,-359.1875,-5747.0
11113,112949,0.0,0,-13816,-2552.0,-825.0,-4523,1,1,3,3,0,1,1,0.0,0.0,0.0,1,0,,1,0,1,1,0,1,0,0,0,1,0,0,0,0.08912,0.106095238095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2454.0,-1523.5,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,-2454.0,-1523.5,-35.4,16.0,3.0,0.0,0.0,3.9565217391304346,1.0,25943.94,3601.426304347826,82832.805,-1254.1739130434785,-28846.0
12351,114400,0.0,0,-10612,-1992.0,-5393.0,-3275,1,1,2,2,0,0,0,0.0,0.0,-1053.0,1,0,0.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.0525142857142857,0.114875,-1816.0,-723.0,-1347.3333333333333,-1085.0,-540.0,-808.3333333333334,-862.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,-1816.0,-723.0,-1347.3333333333333,-1085.0,-862.3333333333334,0.0,-1053.0,-539.8333333333334,14.666666666666666,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,0.1666666666666666,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,-1053.0,-576.8,-15.08108108108108,0.0,0.0,0.0,0.0,0.4,1.0,8963.955000000002,771.0891428571431,26988.12000000001,-420.8285714285714,-14729.0
16265,118971,1.0,0,-10013,-1945.0,-4362.0,-2697,1,0,2,2,0,0,0,0.0,0.0,-1035.0,1,0,0.0,1,0,1,1,0,1,0,0,0,0,0,1,0,0.1563666666666666,0.04691,-2582.0,-22.0,-1096.3,-2277.0,284.0,-735.9,-712.2,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,-2322.0,-22.0,-807.25,-340.75,0.0,-2582.0,-420.0,-1289.0,-2277.0,-959.8333333333334,0.0,-2243.0,-1576.75,9.333333333333334,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,-2243.0,-1514.5,-51.25,0.0,0.0,0.0,0.0,1.7058823529411764,1.0,3995.19,469.1382352941176,7975.349999999999,-1663.9411764705883,-28287.0
41955,148577,0.0,0,-22954,,-11410.0,-2688,0,0,2,2,0,0,0,0.0,0.0,-1537.0,0,0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1880666666666666,0.05642,-2795.0,-741.0,-1299.5,-2583.0,972.0,-605.25,-1093.5,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,-741.0,-741.0,-741.0,-650.0,0.0,-2795.0,-921.0,-1858.0,-2583.0,-1537.0,0.0,-2559.0,-969.875,15.666666666666666,94.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.125,0.75,0.0,0.25,0.375,0.0,0.0,0.25,0.125,0.25,-2559.0,-1422.0,-37.73248407643312,0.0,0.0,0.0,0.0,2.8285714285714287,1.0,10651.59,1557.1448571428573,163500.21000000002,-1081.6095238095238,-113569.0
26779,131128,0.0,1,-15218,-4627.0,-1004.0,-5323,1,1,2,2,0,0,0,2.0,2.0,-1377.0,1,0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.2417777777777777,0.05449081803005,-1686.0,-296.0,-997.6428571428572,-1474.0,9735.0,1778.923076923077,-417.07142857142856,0.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,-1536.0,-296.0,-873.6363636363636,-239.9090909090909,0.0,-1686.0,-1091.0,-1452.3333333333333,-1474.0,-1066.6666666666667,0.0,-1377.0,-1096.0,23.33333333333333,70.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-1377.0,-1096.0,-33.35,0.0,0.0,0.0,0.0,0.6888888888888889,3.5024480337323367,11700.0,227.054,20434.86,-624.9777777777778,-56248.0
3676,104287,0.0,1,-14019,-6935.0,-5167.0,-1518,1,1,3,3,0,0,0,0.0,0.0,-2231.0,1,0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0918888888888889,0.0974087161366313,-2829.0,-53.0,-958.1,-2136.0,1798.0,361.1111111111111,-411.2,0.0,0.7,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,-1559.0,-53.0,-512.4285714285714,-88.85714285714286,0.0,-2829.0,-815.0,-1998.0,-2136.0,-1163.3333333333333,0.0,-2600.0,-1683.6666666666667,13.666666666666666,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-2600.0,-1909.5,-68.17647058823529,20.0,1.1764705882352942,0.0,0.0,2.833333333333333,1.0,4245.66,283.872,8516.16,-2114.9333333333334,-63448.0
8974,110441,0.0,0,-17408,-3324.0,-10119.0,-925,1,0,2,2,0,0,0,0.0,0.0,0.0,1,0,0.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.045,0.05,-1181.0,-156.0,-554.7777777777778,-873.0,31008.0,3613.222222222222,-205.66666666666663,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,-718.0,-156.0,-433.0,-21.2,0.0,-1181.0,-252.0,-707.0,-873.0,-436.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25343,129476,0.0,0,-9317,-307.0,-7373.0,-57,1,0,2,2,0,1,1,0.0,0.0,-996.0,1,0,,1,0,1,0,0,0,0,1,0,0,0,1,0,0.251,0.0265386755703951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-996.0,-996.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-996.0,-996.0,-27.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-837.2727272727273,-9210.0
